     X      Y Temperature
 0.075  1.020 317.229
 0.075  1.035 317.229
 0.075  1.050 317.229
 0.075  1.065 317.229
 0.075  1.080 317.229
 0.075  1.095 317.229
 0.075  1.110 317.229
 0.075  1.125 317.229
 0.075  1.140 317.229
 0.075  1.155 317.229
 0.075  1.170 317.229
 0.075  1.185 317.229
 0.075  1.200 317.229
 0.075  1.215 317.229
 0.075  1.230 317.229
 0.075  1.245 317.229
 0.075  1.260 317.229
 0.075  1.275 317.229
 0.075  1.290 317.229
 0.075  1.305 317.229
 0.075  1.320 317.229
 0.075  1.335 317.229
 0.075  1.350 317.229
 0.075  1.365 317.229
 0.075  1.380 317.229
 0.075  1.395 317.229
 0.075  1.410 317.229
 0.075  1.425 317.229
 0.075  1.440 317.229
 0.075  1.455 317.229
 0.075  1.470 317.229
 0.075  1.485 317.229
 0.075  1.500 317.229
 0.075  1.515 317.229
 0.075  1.530 317.229
 0.075  1.545 317.229
 0.075  1.560 317.229
 0.075  1.575 317.229
 0.075  1.590 317.229
 0.075  1.605 317.229
 0.075  1.620 317.229
 0.075  1.635 317.229
 0.075  1.650 317.229
 0.075  1.665 317.229
 0.075  1.680 317.229
 0.075  1.695 317.229
 0.075  1.710 317.229
 0.075  1.725 317.229
 0.075  1.740 317.229
 0.075  1.755 317.229
 0.075  1.770 317.229
 0.075  1.785 317.229
 0.075  1.800 317.229
 0.075  1.815 317.229
 0.075  1.830 317.229
 0.075  1.845 317.229
 0.075  1.860 317.229
 0.075  1.875 317.229
 0.075  1.890 317.229
 0.075  1.905 317.229
 0.075  1.920 317.229
 0.075  1.935 317.229
 0.075  1.950 317.229
 0.075  1.965 317.229
 0.075  1.980 317.229
 0.075  1.995 317.229
 0.075  2.010 317.229
 0.075  2.025 317.229
 0.075  2.040 317.229
 0.075  2.055 317.229
 0.075  2.070 317.229
 0.075  2.085 317.229
 0.075  2.100 317.229
 0.075  2.115 317.229
 0.075  2.130 317.229
 0.075  2.145 317.229
 0.075  2.160 317.229
 0.075  2.175 317.229
 0.075  2.190 317.229
 0.075  2.205 317.229
 0.075  2.220 317.229
 0.075  2.235 317.229
 0.075  2.250 317.229
 0.075  2.265 317.229
 0.075  2.280 317.229
 0.075  2.295 317.229
 0.075  2.310 317.229
 0.075  2.325 317.229
 0.075  2.340 317.229
 0.075  2.355 317.229
 0.075  2.370 317.229
 0.075  2.385 317.229
 0.075  2.400 317.229
 0.075  2.415 317.229
 0.075  2.430 317.229
 0.075  2.445 317.229
 0.075  2.460 317.229
 0.075  2.475 317.229
 0.075  2.490 317.229
 0.075  2.505 317.229
 0.075  2.520 317.229
 0.075  2.535 317.229
 0.075  2.550 317.229
 0.075  2.565 317.229
 0.075  2.580 317.229
 0.075  2.595 317.229
 0.075  2.610 317.229
 0.075  2.625 317.229
 0.075  2.640 317.229
 0.075  2.655 317.229
 0.075  2.670 317.229
 0.075  2.685 317.229
 0.075  2.700 317.229
 0.075  2.715 317.229
 0.075  2.730 317.229
 0.075  2.745 317.229
 0.075  2.760 317.229
 0.075  2.775 317.229
 0.075  2.790 317.229
 0.075  2.805 317.229
 0.075  2.820 317.229
 0.075  2.835 317.229
 0.075  2.850 317.229
 0.075  2.865 317.229
 0.075  2.880 317.229
 0.075  2.895 317.229
 0.075  2.910 317.229
 0.075  2.925 317.229
 0.075  2.940 317.229
 0.075  2.955 317.229
 0.075  2.970 317.229
 0.075  2.985 317.229
 0.075  3.000 317.229
 0.090  0.000 317.208
 0.090  0.015 317.208
 0.090  0.030 317.208
 0.090  0.045 317.208
 0.090  0.060 317.208
 0.090  0.075 317.208
 0.090  0.090 317.208
 0.090  0.105 317.208
 0.090  0.120 317.208
 0.090  0.135 317.208
 0.090  0.150 317.208
 0.090  0.165 317.208
 0.090  0.180 317.208
 0.090  0.195 317.208
 0.090  0.210 317.208
 0.090  0.225 317.208
 0.090  0.240 317.208
 0.090  0.255 317.208
 0.090  0.270 317.208
 0.090  0.285 317.208
 0.090  0.300 317.208
 0.090  0.315 317.208
 0.090  0.330 317.208
 0.090  0.345 317.208
 0.090  0.360 317.208
 0.090  0.375 317.208
 0.090  0.390 317.208
 0.090  0.405 317.208
 0.090  0.420 317.208
 0.090  0.435 317.208
 0.090  0.450 317.208
 0.090  0.465 317.208
 0.090  0.480 317.208
 0.090  0.495 317.208
 0.090  0.510 317.208
 0.090  0.525 317.208
 0.090  0.540 317.208
 0.090  0.555 317.208
 0.090  0.570 317.208
 0.090  0.585 317.208
 0.090  0.600 317.208
 0.090  0.615 317.208
 0.090  0.630 317.208
 0.090  0.645 317.208
 0.090  0.660 317.208
 0.090  0.675 317.208
 0.090  0.690 317.208
 0.090  0.705 317.208
 0.090  0.720 317.208
 0.090  0.735 317.208
 0.090  0.750 317.208
 0.090  0.765 317.208
 0.090  0.780 317.208
 0.090  0.795 317.208
 0.090  0.810 317.208
 0.090  0.825 317.208
 0.090  0.840 317.208
 0.090  0.855 317.208
 0.090  0.870 317.208
 0.090  0.885 317.208
 0.090  0.900 317.208
 0.090  0.915 317.208
 0.090  0.930 317.208
 0.090  0.945 317.208
 0.090  0.960 317.208
 0.090  0.975 317.208
 0.090  0.990 317.208
 0.090  1.005 317.208
 0.090  1.020 317.208
 0.090  1.035 317.208
 0.090  1.050 317.208
 0.090  1.065 317.208
 0.090  1.080 317.208
 0.090  1.095 317.208
 0.090  1.110 317.208
 0.090  1.125 317.208
 0.090  1.140 317.208
 0.090  1.155 317.208
 0.090  1.170 317.208
 0.090  1.185 317.208
 0.090  1.200 317.208
 0.090  1.215 317.208
 0.090  1.230 317.208
 0.090  1.245 317.208
 0.090  1.260 317.208
 0.090  1.275 317.208
 0.090  1.290 317.208
 0.090  1.305 317.208
 0.090  1.320 317.208
 0.090  1.335 317.208
 0.090  1.350 317.208
 0.090  1.365 317.208
 0.090  1.380 317.208
 0.090  1.395 317.208
 0.090  1.410 317.208
 0.090  1.425 317.208
 0.090  1.440 317.208
 0.090  1.455 317.208
 0.090  1.470 317.208
 0.090  1.485 317.208
 0.090  1.500 317.208
 0.090  1.515 317.208
 0.090  1.530 317.208
 0.090  1.545 317.208
 0.090  1.560 317.208
 0.090  1.575 317.208
 0.090  1.590 317.208
 0.090  1.605 317.208
 0.090  1.620 317.208
 0.090  1.635 317.208
 0.090  1.650 317.208
 0.090  1.665 317.208
 0.090  1.680 317.208
 0.090  1.695 317.208
 0.090  1.710 317.208
 0.090  1.725 317.208
 0.090  1.740 317.208
 0.090  1.755 317.208
 0.090  1.770 317.208
 0.090  1.785 317.208
 0.090  1.800 317.208
 0.090  1.815 317.208
 0.090  1.830 317.208
 0.090  1.845 317.208
 0.090  1.860 317.208
 0.090  1.875 317.208
 0.090  1.890 317.208
 0.090  1.905 317.208
 0.090  1.920 317.208
 0.090  1.935 317.208
 0.090  1.950 317.208
 0.090  1.965 317.208
 0.090  1.980 317.208
 0.090  1.995 317.208
 0.090  2.010 317.208
 0.090  2.025 317.208
 0.090  2.040 317.208
 0.090  2.055 317.208
 0.090  2.070 317.208
 0.090  2.085 317.208
 0.090  2.100 317.208
 0.090  2.115 317.208
 0.090  2.130 317.208
 0.090  2.145 317.208
 0.090  2.160 317.208
 0.090  2.175 317.208
 0.090  2.190 317.208
 0.090  2.205 317.208
 0.090  2.220 317.208
 0.090  2.235 317.208
 0.090  2.250 317.208
 0.090  2.265 317.208
 0.090  2.280 317.208
 0.090  2.295 317.208
 0.090  2.310 317.208
 0.090  2.325 317.208
 0.090  2.340 317.208
 0.090  2.355 317.208
 0.090  2.370 317.208
 0.090  2.385 317.208
 0.090  2.400 317.208
 0.090  2.415 317.208
 0.090  2.430 317.208
 0.090  2.445 317.208
 0.090  2.460 317.208
 0.090  2.475 317.208
 0.090  2.490 317.208
 0.090  2.505 317.208
 0.090  2.520 317.208
 0.090  2.535 317.208
 0.090  2.550 317.208
 0.090  2.565 317.208
 0.090  2.580 317.208
 0.090  2.595 317.208
 0.090  2.610 317.208
 0.090  2.625 317.208
 0.090  2.640 317.208
 0.090  2.655 317.208
 0.090  2.670 317.208
 0.090  2.685 317.208
 0.090  2.700 317.208
 0.090  2.715 317.208
 0.090  2.730 317.208
 0.090  2.745 317.208
 0.090  2.760 317.208
 0.090  2.775 317.208
 0.090  2.790 317.208
 0.090  2.805 317.208
 0.090  2.820 317.208
 0.090  2.835 317.208
 0.090  2.850 317.208
 0.090  2.865 317.208
 0.090  2.880 317.208
 0.090  2.895 317.208
 0.090  2.910 317.208
 0.090  2.925 317.208
 0.090  2.940 317.208
 0.090  2.955 317.208
 0.090  2.970 317.208
 0.090  2.985 317.208
 0.090  3.000 317.208
 0.105  0.000 317.187
 0.105  0.015 317.187
 0.105  0.030 317.187
 0.105  0.045 317.187
 0.105  0.060 317.187
 0.105  0.075 317.187
 0.105  0.090 317.187
 0.105  0.105 317.187
 0.105  0.120 317.187
 0.105  0.135 317.187
 0.105  0.150 317.187
 0.105  0.165 317.187
 0.105  0.180 317.187
 0.105  0.195 317.187
 0.105  0.210 317.187
 0.105  0.225 317.187
 0.105  0.240 317.187
 0.105  0.255 317.187
 0.105  0.270 317.187
 0.105  0.285 317.187
 0.105  0.300 317.187
 0.105  0.315 317.187
 0.105  0.330 317.187
 0.105  0.345 317.187
 0.105  0.360 317.187
 0.105  0.375 317.187
 0.105  0.390 317.187
 0.105  0.405 317.187
 0.105  0.420 317.187
 0.105  0.435 317.187
 0.105  0.450 317.187
 0.105  0.465 317.187
 0.105  0.480 317.187
 0.105  0.495 317.187
 0.105  0.510 317.187
 0.105  0.525 317.187
 0.105  0.540 317.187
 0.105  0.555 317.187
 0.105  0.570 317.187
 0.105  0.585 317.187
 0.105  0.600 317.187
 0.105  0.615 317.187
 0.105  0.630 317.187
 0.105  0.645 317.187
 0.105  0.660 317.187
 0.105  0.675 317.187
 0.105  0.690 317.187
 0.105  0.705 317.187
 0.105  0.720 317.187
 0.105  0.735 317.187
 0.105  0.750 317.187
 0.105  0.765 317.187
 0.105  0.780 317.187
 0.105  0.795 317.187
 0.105  0.810 317.187
 0.105  0.825 317.187
 0.105  0.840 317.187
 0.105  0.855 317.187
 0.105  0.870 317.187
 0.105  0.885 317.187
 0.105  0.900 317.187
 0.105  0.915 317.187
 0.105  0.930 317.187
 0.105  0.945 317.187
 0.105  0.960 317.187
 0.105  0.975 317.187
 0.105  0.990 317.187
 0.105  1.005 317.187
 0.105  1.020 317.187
 0.105  1.035 317.187
 0.105  1.050 317.187
 0.105  1.065 317.187
 0.105  1.080 317.187
 0.105  1.095 317.187
 0.105  1.110 317.187
 0.105  1.125 317.187
 0.105  1.140 317.187
 0.105  1.155 317.187
 0.105  1.170 317.187
 0.105  1.185 317.187
 0.105  1.200 317.187
 0.105  1.215 317.187
 0.105  1.230 317.187
 0.105  1.245 317.187
 0.105  1.260 317.187
 0.105  1.275 317.187
 0.105  1.290 317.187
 0.105  1.305 317.187
 0.105  1.320 317.187
 0.105  1.335 317.187
 0.105  1.350 317.187
 0.105  1.365 317.187
 0.105  1.380 317.187
 0.105  1.395 317.187
 0.105  1.410 317.187
 0.105  1.425 317.187
 0.105  1.440 317.187
 0.105  1.455 317.187
 0.105  1.470 317.187
 0.105  1.485 317.187
 0.105  1.500 317.187
 0.105  1.515 317.187
 0.105  1.530 317.187
 0.105  1.545 317.187
 0.105  1.560 317.187
 0.105  1.575 317.187
 0.105  1.590 317.187
 0.105  1.605 317.187
 0.105  1.620 317.187
 0.105  1.635 317.187
 0.105  1.650 317.187
 0.105  1.665 317.187
 0.105  1.680 317.187
 0.105  1.695 317.187
 0.105  1.710 317.187
 0.105  1.725 317.187
 0.105  1.740 317.187
 0.105  1.755 317.187
 0.105  1.770 317.187
 0.105  1.785 317.187
 0.105  1.800 317.187
 0.105  1.815 317.187
 0.105  1.830 317.187
 0.105  1.845 317.187
 0.105  1.860 317.187
 0.105  1.875 317.187
 0.105  1.890 317.187
 0.105  1.905 317.187
 0.105  1.920 317.187
 0.105  1.935 317.187
 0.105  1.950 317.187
 0.105  1.965 317.187
 0.105  1.980 317.187
 0.105  1.995 317.187
 0.105  2.010 317.187
 0.105  2.025 317.187
 0.105  2.040 317.187
 0.105  2.055 317.187
 0.105  2.070 317.187
 0.105  2.085 317.187
 0.105  2.100 317.187
 0.105  2.115 317.187
 0.105  2.130 317.187
 0.105  2.145 317.187
 0.105  2.160 317.187
 0.105  2.175 317.187
 0.105  2.190 317.187
 0.105  2.205 317.187
 0.105  2.220 317.187
 0.105  2.235 317.187
 0.105  2.250 317.187
 0.105  2.265 317.187
 0.105  2.280 317.187
 0.105  2.295 317.187
 0.105  2.310 317.187
 0.105  2.325 317.187
 0.105  2.340 317.187
 0.105  2.355 317.187
 0.105  2.370 317.187
 0.105  2.385 317.187
 0.105  2.400 317.187
 0.105  2.415 317.187
 0.105  2.430 317.187
 0.105  2.445 317.187
 0.105  2.460 317.187
 0.105  2.475 317.187
 0.105  2.490 317.187
 0.105  2.505 317.187
 0.105  2.520 317.187
 0.105  2.535 317.187
 0.105  2.550 317.187
 0.105  2.565 317.187
 0.105  2.580 317.187
 0.105  2.595 317.187
 0.105  2.610 317.187
 0.105  2.625 317.187
 0.105  2.640 317.187
 0.105  2.655 317.187
 0.105  2.670 317.187
 0.105  2.685 317.187
 0.105  2.700 317.187
 0.105  2.715 317.187
 0.105  2.730 317.187
 0.105  2.745 317.187
 0.105  2.760 317.187
 0.105  2.775 317.187
 0.105  2.790 317.187
 0.105  2.805 317.187
 0.105  2.820 317.187
 0.105  2.835 317.187
 0.105  2.850 317.187
 0.105  2.865 317.187
 0.105  2.880 317.187
 0.105  2.895 317.187
 0.105  2.910 317.187
 0.105  2.925 317.187
 0.105  2.940 317.187
 0.105  2.955 317.187
 0.105  2.970 317.187
 0.105  2.985 317.187
 0.105  3.000 317.187
 0.120  0.000 317.166
 0.120  0.015 317.166
 0.120  0.030 317.166
 0.120  0.045 317.166
 0.120  0.060 317.166
 0.120  0.075 317.166
 0.120  0.090 317.166
 0.120  0.105 317.166
 0.120  0.120 317.166
 0.120  0.135 317.166
 0.120  0.150 317.166
 0.120  0.165 317.166
 0.120  0.180 317.166
 0.120  0.195 317.166
 0.120  0.210 317.166
 0.120  0.225 317.166
 0.120  0.240 317.166
 0.120  0.255 317.166
 0.120  0.270 317.166
 0.120  0.285 317.166
 0.120  0.300 317.166
 0.120  0.315 317.166
 0.120  0.330 317.166
 0.120  0.345 317.166
 0.120  0.360 317.166
 0.120  0.375 317.166
 0.120  0.390 317.166
 0.120  0.405 317.166
 0.120  0.420 317.166
 0.120  0.435 317.166
 0.120  0.450 317.166
 0.120  0.465 317.166
 0.120  0.480 317.166
 0.120  0.495 317.166
 0.120  0.510 317.166
 0.120  0.525 317.166
 0.120  0.540 317.166
 0.120  0.555 317.166
 0.120  0.570 317.166
 0.120  0.585 317.166
 0.120  0.600 317.166
 0.120  0.615 317.166
 0.120  0.630 317.166
 0.120  0.645 317.166
 0.120  0.660 317.166
 0.120  0.675 317.166
 0.120  0.690 317.166
 0.120  0.705 317.166
 0.120  0.720 317.166
 0.120  0.735 317.166
 0.120  0.750 317.166
 0.120  0.765 317.166
 0.120  0.780 317.166
 0.120  0.795 317.166
 0.120  0.810 317.166
 0.120  0.825 317.166
 0.120  0.840 317.166
 0.120  0.855 317.166
 0.120  0.870 317.166
 0.120  0.885 317.166
 0.120  0.900 317.166
 0.120  0.915 317.166
 0.120  0.930 317.166
 0.120  0.945 317.166
 0.120  0.960 317.166
 0.120  0.975 317.166
 0.120  0.990 317.166
 0.120  1.005 317.166
 0.120  1.020 317.166
 0.120  1.035 317.166
 0.120  1.050 317.166
 0.120  1.065 317.166
 0.120  1.080 317.166
 0.120  1.095 317.166
 0.120  1.110 317.166
 0.120  1.125 317.166
 0.120  1.140 317.166
 0.120  1.155 317.166
 0.120  1.170 317.166
 0.120  1.185 317.166
 0.120  1.200 317.166
 0.120  1.215 317.166
 0.120  1.230 317.166
 0.120  1.245 317.166
 0.120  1.260 317.166
 0.120  1.275 317.166
 0.120  1.290 317.166
 0.120  1.305 317.166
 0.120  1.320 317.166
 0.120  1.335 317.166
 0.120  1.350 317.166
 0.120  1.365 317.166
 0.120  1.380 317.166
 0.120  1.395 317.166
 0.120  1.410 317.166
 0.120  1.425 317.166
 0.120  1.440 317.166
 0.120  1.455 317.166
 0.120  1.470 317.166
 0.120  1.485 317.166
 0.120  1.500 317.166
 0.120  1.515 317.166
 0.120  1.530 317.166
 0.120  1.545 317.166
 0.120  1.560 317.166
 0.120  1.575 317.166
 0.120  1.590 317.166
 0.120  1.605 317.166
 0.120  1.620 317.166
 0.120  1.635 317.166
 0.120  1.650 317.166
 0.120  1.665 317.166
 0.120  1.680 317.166
 0.120  1.695 317.166
 0.120  1.710 317.166
 0.120  1.725 317.166
 0.120  1.740 317.166
 0.120  1.755 317.166
 0.120  1.770 317.166
 0.120  1.785 317.166
 0.120  1.800 317.166
 0.120  1.815 317.166
 0.120  1.830 317.166
 0.120  1.845 317.166
 0.120  1.860 317.166
 0.120  1.875 317.166
 0.120  1.890 317.166
 0.120  1.905 317.166
 0.120  1.920 317.166
 0.120  1.935 317.166
 0.120  1.950 317.166
 0.120  1.965 317.166
 0.120  1.980 317.166
 0.120  1.995 317.166
 0.120  2.010 317.166
 0.120  2.025 317.166
 0.120  2.040 317.166
 0.120  2.055 317.166
 0.120  2.070 317.166
 0.120  2.085 317.166
 0.120  2.100 317.166
 0.120  2.115 317.166
 0.120  2.130 317.166
 0.120  2.145 317.166
 0.120  2.160 317.166
 0.120  2.175 317.166
 0.120  2.190 317.166
 0.120  2.205 317.166
 0.120  2.220 317.166
 0.120  2.235 317.166
 0.120  2.250 317.166
 0.120  2.265 317.166
 0.120  2.280 317.166
 0.120  2.295 317.166
 0.120  2.310 317.166
 0.120  2.325 317.166
 0.120  2.340 317.166
 0.120  2.355 317.166
 0.120  2.370 317.166
 0.120  2.385 317.166
 0.120  2.400 317.166
 0.120  2.415 317.166
 0.120  2.430 317.166
 0.120  2.445 317.166
 0.120  2.460 317.166
 0.120  2.475 317.166
 0.120  2.490 317.166
 0.120  2.505 317.166
 0.120  2.520 317.166
 0.120  2.535 317.166
 0.120  2.550 317.166
 0.120  2.565 317.166
 0.120  2.580 317.166
 0.120  2.595 317.166
 0.120  2.610 317.166
 0.120  2.625 317.166
 0.120  2.640 317.166
 0.120  2.655 317.166
 0.120  2.670 317.166
 0.120  2.685 317.166
 0.120  2.700 317.166
 0.120  2.715 317.166
 0.120  2.730 317.166
 0.120  2.745 317.166
 0.120  2.760 317.166
 0.120  2.775 317.166
 0.120  2.790 317.166
 0.120  2.805 317.166
 0.120  2.820 317.166
 0.120  2.835 317.166
 0.120  2.850 317.166
 0.120  2.865 317.166
 0.120  2.880 317.166
 0.120  2.895 317.166
 0.120  2.910 317.166
 0.120  2.925 317.166
 0.120  2.940 317.166
 0.120  2.955 317.166
 0.120  2.970 317.166
 0.120  2.985 317.166
 0.120  3.000 317.166
 0.135  0.000 317.145
 0.135  0.015 317.145
 0.135  0.030 317.145
 0.135  0.045 317.145
 0.135  0.060 317.145
 0.135  0.075 317.145
 0.135  0.090 317.145
 0.135  0.105 317.145
 0.135  0.120 317.145
 0.135  0.135 317.145
 0.135  0.150 317.145
 0.135  0.165 317.145
 0.135  0.180 317.145
 0.135  0.195 317.145
 0.135  0.210 317.145
 0.135  0.225 317.145
 0.135  0.240 317.145
 0.135  0.255 317.145
 0.135  0.270 317.145
 0.135  0.285 317.145
 0.135  0.300 317.145
 0.135  0.315 317.145
 0.135  0.330 317.145
 0.135  0.345 317.145
 0.135  0.360 317.145
 0.135  0.375 317.145
 0.135  0.390 317.145
 0.135  0.405 317.145
 0.135  0.420 317.145
 0.135  0.435 317.145
 0.135  0.450 317.145
 0.135  0.465 317.145
 0.135  0.480 317.145
 0.135  0.495 317.145
 0.135  0.510 317.145
 0.135  0.525 317.145
 0.135  0.540 317.145
 0.135  0.555 317.145
 0.135  0.570 317.145
 0.135  0.585 317.145
 0.135  0.600 317.145
 0.135  0.615 317.145
 0.135  0.630 317.145
 0.135  0.645 317.145
 0.135  0.660 317.145
 0.135  0.675 317.145
 0.135  0.690 317.145
 0.135  0.705 317.145
 0.135  0.720 317.145
 0.135  0.735 317.145
 0.135  0.750 317.145
 0.135  0.765 317.145
 0.135  0.780 317.145
 0.135  0.795 317.145
 0.135  0.810 317.145
 0.135  0.825 317.145
 0.135  0.840 317.145
 0.135  0.855 317.145
 0.135  0.870 317.145
 0.135  0.885 317.145
 0.135  0.900 317.145
 0.135  0.915 317.145
 0.135  0.930 317.145
 0.135  0.945 317.145
 0.135  0.960 317.145
 0.135  0.975 317.145
 0.135  0.990 317.145
 0.135  1.005 317.145
 0.135  1.020 317.145
 0.135  1.035 317.145
 0.135  1.050 317.145
 0.135  1.065 317.145
 0.135  1.080 317.145
 0.135  1.095 317.145
 0.135  1.110 317.145
 0.135  1.125 317.145
 0.135  1.140 317.145
 0.135  1.155 317.145
 0.135  1.170 317.145
 0.135  1.185 317.145
 0.135  1.200 317.145
 0.135  1.215 317.145
 0.135  1.230 317.145
 0.135  1.245 317.145
 0.135  1.260 317.145
 0.135  1.275 317.145
 0.135  1.290 317.145
 0.135  1.305 317.145
 0.135  1.320 317.145
 0.135  1.335 317.145
 0.135  1.350 317.145
 0.135  1.365 317.145
 0.135  1.380 317.145
 0.135  1.395 317.145
 0.135  1.410 317.145
 0.135  1.425 317.145
 0.135  1.440 317.145
 0.135  1.455 317.145
 0.135  1.470 317.145
 0.135  1.485 317.145
 0.135  1.500 317.145
 0.135  1.515 317.145
 0.135  1.530 317.145
 0.135  1.545 317.145
 0.135  1.560 317.145
 0.135  1.575 317.145
 0.135  1.590 317.145
 0.135  1.605 317.145
 0.135  1.620 317.145
 0.135  1.635 317.145
 0.135  1.650 317.145
 0.135  1.665 317.145
 0.135  1.680 317.145
 0.135  1.695 317.145
 0.135  1.710 317.145
 0.135  1.725 317.145
 0.135  1.740 317.145
 0.135  1.755 317.145
 0.135  1.770 317.145
 0.135  1.785 317.145
 0.135  1.800 317.145
 0.135  1.815 317.145
 0.135  1.830 317.145
 0.135  1.845 317.145
 0.135  1.860 317.145
 0.135  1.875 317.145
 0.135  1.890 317.145
 0.135  1.905 317.145
 0.135  1.920 317.145
 0.135  1.935 317.145
 0.135  1.950 317.145
 0.135  1.965 317.145
 0.135  1.980 317.145
 0.135  1.995 317.145
 0.135  2.010 317.145
 0.135  2.025 317.145
 0.135  2.040 317.145
 0.135  2.055 317.145
 0.135  2.070 317.145
 0.135  2.085 317.145
 0.135  2.100 317.145
 0.135  2.115 317.145
 0.135  2.130 317.145
 0.135  2.145 317.145
 0.135  2.160 317.145
 0.135  2.175 317.145
 0.135  2.190 317.145
 0.135  2.205 317.145
 0.135  2.220 317.145
 0.135  2.235 317.145
 0.135  2.250 317.145
 0.135  2.265 317.145
 0.135  2.280 317.145
 0.135  2.295 317.145
 0.135  2.310 317.145
 0.135  2.325 317.145
 0.135  2.340 317.145
 0.135  2.355 317.145
 0.135  2.370 317.145
 0.135  2.385 317.145
 0.135  2.400 317.145
 0.135  2.415 317.145
 0.135  2.430 317.145
 0.135  2.445 317.145
 0.135  2.460 317.145
 0.135  2.475 317.145
 0.135  2.490 317.145
 0.135  2.505 317.145
 0.135  2.520 317.145
 0.135  2.535 317.145
 0.135  2.550 317.145
 0.135  2.565 317.145
 0.135  2.580 317.145
 0.135  2.595 317.145
 0.135  2.610 317.145
 0.135  2.625 317.145
 0.135  2.640 317.145
 0.135  2.655 317.145
 0.135  2.670 317.145
 0.135  2.685 317.145
 0.135  2.700 317.145
 0.135  2.715 317.145
 0.135  2.730 317.145
 0.135  2.745 317.145
 0.135  2.760 317.145
 0.135  2.775 317.145
 0.135  2.790 317.145
 0.135  2.805 317.145
 0.135  2.820 317.145
 0.135  2.835 317.145
 0.135  2.850 317.145
 0.135  2.865 317.145
 0.135  2.880 317.145
 0.135  2.895 317.145
 0.135  2.910 317.145
 0.135  2.925 317.145
 0.135  2.940 317.145
 0.135  2.955 317.145
 0.135  2.970 317.145
 0.135  2.985 317.145
 0.135  3.000 317.145
 0.150  0.000 317.124
 0.150  0.015 317.124
 0.150  0.030 317.124
 0.150  0.045 317.124
 0.150  0.060 317.124
 0.150  0.075 317.124
 0.150  0.090 317.124
 0.150  0.105 317.124
 0.150  0.120 317.124
 0.150  0.135 317.124
 0.150  0.150 317.124
 0.150  0.165 317.124
 0.150  0.180 317.124
 0.150  0.195 317.124
 0.150  0.210 317.124
 0.150  0.225 317.124
 0.150  0.240 317.124
 0.150  0.255 317.124
 0.150  0.270 317.124
 0.150  0.285 317.124
 0.150  0.300 317.124
 0.150  0.315 317.124
 0.150  0.330 317.124
 0.150  0.345 317.124
 0.150  0.360 317.124
 0.150  0.375 317.124
 0.150  0.390 317.124
 0.150  0.405 317.124
 0.150  0.420 317.124
 0.150  0.435 317.124
 0.150  0.450 317.124
 0.150  0.465 317.124
 0.150  0.480 317.124
 0.150  0.495 317.124
 0.150  0.510 317.124
